Title,Description,Important Words,Important Words 1,Important Words 2,Important Words 3
True Financial Crimes (Part Two) with Candace Powell and Jackie Kuiper,"Welcome back as our WTF! Women Talk Finance hosts, Candace and Jackie, present shocking financial crimes. Our hosts, who love true crime so much they have been inspired to delve into true financial crime. In today’s episode, Candace takes us back to the summer of 1980’s and to Lake Tahoe, specifically to Harvey’s Resort Hotel in South Lake Tahoe, NV. Several men masqueraded as photocopier deliverers and were able to plant an elaborately booby-trapped bomb containing 1,000 pounds (450 kg) of dynamite within the front offices of Harvey’s Resort Hotel. Candace walks us through this wacky escapade of our inept true-crime criminals. Then Jackie brings us a historical crime from the 1700’s, not only that we have a female fraudster (nicknamed “Golden Booze”) at the heart of our story. Beware! Confidence scams have been around for a long time, and they are STILL happening! While we take a lighthearted look at crimes from the past, we understand crimes like these are serious. For a good example, take a look at this keynote address from Ayleen Charlotte titled; “Breaking Down the Shame and Taboo of Fraud.” Ayleen was the subject of the 2022 Netflix documentary, “The Tinder Swindler,” watched by people across 200 countries around the world. Thanks for listening to WTF Women Talk Finance-Financial Crimes Part 2!","['welcome', 'back', 'wtf', 'women', 'talk', 'finance', 'hosts', 'candace', 'jackie', 'present', 'shocking', 'financial', 'crimes', 'love', 'true', 'crime', 'much', 'inspired', 'delve', 'today', 'episode', 'takes', 'summer', '1980', 'lake', 'tahoe', 'specifically', 'harvey', 'resort', 'hotel', 'south', 'several', 'men', 'masqueraded', 'photocopier', 'deliverers', 'able', 'plant', 'elaborately', 'booby', 'trapped', 'bomb', 'containing', '000', 'pounds', '450', 'dynamite', 'within', 'front', 'offices', 'walks', 'wacky', 'escapade', 'inept', 'criminals', 'brings', 'historical', '1700', 'female', 'fraudster', 'nicknamed', 'golden', 'booze', 'heart', 'story', 'beware', 'confidence', 'scams', 'long', 'time', 'still', 'happening', 'take', 'lighthearted', 'look', 'past', 'understand', 'like', 'serious', 'good', 'example', 'keynote', 'address', 'ayleen', 'charlotte', 'titled', 'breaking', 'down', 'shame', 'taboo', 'fraud', 'subject', '2022', 'netflix', 'documentary', 'tinder', 'swindler', 'watched', 'people', 'across', '200', 'countries', 'world', 'thanks', 'listening', 'part']","['wtf', 'finance', 'candace', 'jackie', 'present', 'shocking', 'crimes', 'crime', 'summer', '1980', 'lake', 'tahoe', 'specifically', 'harvey', 'resort', 'hotel', 'south', 'men', 'masqueraded', 'photocopier', 'deliverers', 'plant', 'elaborately', 'booby', 'trapped', 'bomb', 'containing', '000', 'pounds', '450', 'dynamite', 'offices', 'walks', 'wacky', 'escapade', 'inept', 'criminals', 'historical', '1700', 'female', 'fraudster', 'nicknamed', 'golden', 'booze', 'beware', 'scams', 'lighthearted', 'serious', 'keynote', 'ayleen', 'charlotte', 'titled', 'breaking', 'shame', 'taboo', 'fraud', 'subject', '2022', 'netflix', 'documentary', 'tinder', 'swindler', '200', 'countries']","['welcome back', 'back wtf', 'wtf women', 'women talk', 'talk finance', 'finance hosts', 'hosts candace', 'candace jackie', 'jackie present', 'present shocking', 'shocking financial', 'financial crimes', 'crimes love', 'love true', 'true crime', 'crime much', 'much inspired', 'inspired delve', 'delve today', 'episode takes', 'takes summer', 'summer 1980', '1980 lake', 'lake tahoe', 'tahoe specifically', 'specifically harvey', 'harvey resort', 'resort hotel', 'hotel south', 'south several', 'several men', 'men masqueraded', 'masqueraded photocopier', 'photocopier deliverers', 'deliverers able', 'able plant', 'plant elaborately', 'elaborately booby', 'booby trapped', 'trapped bomb', 'bomb containing', 'containing 000', '000 pounds', 'pounds 450', '450 dynamite', 'dynamite within', 'within front', 'front offices', 'offices walks', 'walks wacky', 'wacky escapade', 'escapade inept', 'inept criminals', 'criminals brings', 'brings historical', 'historical 1700', '1700 female', 'female fraudster', 'fraudster nicknamed', 'nicknamed golden', 'golden booze', 'booze heart', 'heart story', 'story beware', 'beware confidence', 'confidence scams', 'scams long', 'time still', 'still happening', 'happening take', 'take lighthearted', 'lighthearted look', 'look past', 'past understand', 'understand like', 'like serious', 'serious good', 'good example', 'example keynote', 'keynote address', 'address ayleen', 'ayleen charlotte', 'charlotte titled', 'titled breaking', 'breaking down', 'down shame', 'shame taboo', 'taboo fraud', 'fraud subject', 'subject 2022', '2022 netflix', 'netflix documentary', 'documentary tinder', 'tinder swindler', 'swindler watched', 'watched people', 'people across', 'across 200', '200 countries', 'countries world', 'world thanks', 'listening part']","['welcome back wtf', 'back wtf women', 'wtf women talk', 'women talk finance', 'talk finance hosts', 'finance hosts candace', 'hosts candace jackie', 'candace jackie present', 'jackie present shocking', 'present shocking financial', 'shocking financial crimes', 'financial crimes love', 'crimes love true', 'love true crime', 'true crime much', 'crime much inspired', 'much inspired delve', 'inspired delve today', 'delve today episode', 'today episode takes', 'episode takes summer', 'takes summer 1980', 'summer 1980 lake', '1980 lake tahoe', 'lake tahoe specifically', 'tahoe specifically harvey', 'specifically harvey resort', 'harvey resort hotel', 'resort hotel south', 'hotel south several', 'south several men', 'several men masqueraded', 'men masqueraded photocopier', 'masqueraded photocopier deliverers', 'photocopier deliverers able', 'deliverers able plant', 'able plant elaborately', 'plant elaborately booby', 'elaborately booby trapped', 'booby trapped bomb', 'trapped bomb containing', 'bomb containing 000', 'containing 000 pounds', '000 pounds 450', 'pounds 450 dynamite', '450 dynamite within', 'dynamite within front', 'within front offices', 'front offices walks', 'offices walks wacky', 'walks wacky escapade', 'wacky escapade inept', 'escapade inept criminals', 'inept criminals brings', 'criminals brings historical', 'brings historical 1700', 'historical 1700 female', '1700 female fraudster', 'female fraudster nicknamed', 'fraudster nicknamed golden', 'nicknamed golden booze', 'golden booze heart', 'booze heart story', 'heart story beware', 'story beware confidence', 'beware confidence scams', 'confidence scams long', 'scams long time', 'long time still', 'time still happening', 'still happening take', 'happening take lighthearted', 'take lighthearted look', 'lighthearted look past', 'look past understand', 'past understand like', 'understand like serious', 'like serious good', 'serious good example', 'good example keynote', 'example keynote address', 'keynote address ayleen', 'address ayleen charlotte', 'ayleen charlotte titled', 'charlotte titled breaking', 'titled breaking down', 'breaking down shame', 'down shame taboo', 'shame taboo fraud', 'taboo fraud subject', 'fraud subject 2022', 'subject 2022 netflix', '2022 netflix documentary', 'netflix documentary tinder', 'documentary tinder swindler', 'tinder swindler watched', 'swindler watched people', 'watched people across', 'people across 200', 'across 200 countries', '200 countries world', 'countries world thanks', 'world thanks listening', 'thanks listening part']"
"No redemption for OF h*es? Men wont vote in the 2024 election, Planet Fitness sides with trans women","Famous only fans creator that went viral on The Whatever Podcast turns to Christ and Twitter has mixed reactions. The gender wars escalate and red pill influencer claims men will not vote in the 2024 election unless their issues are addressed by either party, Planet Fitness is under heat for allowing men to go into women spaces, new documentary ""Quiet on Set"" further exposes the Hollywood and the abuse of child stars. ---------------------------------------------------------------------------------------- DONATE TO OUR WORK: SHOP THE MERCH: FOLLOW US ON TWITTER: FOLLOW LINDA ON INSTAGRAM: FOLLOW US ON TIK TOK: FOLLOW BELLA ON TRUTH SOCIAL:","['famous', 'fans', 'creator', 'went', 'viral', 'whatever', 'podcast', 'turns', 'christ', 'twitter', 'mixed', 'reactions', 'gender', 'wars', 'escalate', 'red', 'pill', 'influencer', 'claims', 'men', 'vote', '2024', 'election', 'unless', 'issues', 'addressed', 'either', 'party', 'planet', 'fitness', 'heat', 'allowing', 'women', 'spaces', 'new', 'documentary', 'quiet', 'set', 'further', 'exposes', 'hollywood', 'abuse', 'child', 'stars', 'donate', 'work', 'shop', 'merch', 'follow', 'linda', 'instagram', 'tik', 'tok', 'bella', 'truth', 'social']","['famous', 'fans', 'creator', 'viral', 'turns', 'christ', 'mixed', 'reactions', 'gender', 'wars', 'escalate', 'red', 'pill', 'influencer', 'claims', 'election', 'unless', 'addressed', 'party', 'planet', 'fitness', 'heat', 'quiet', 'set', 'further', 'exposes', 'hollywood', 'abuse', 'stars', 'donate', 'merch', 'linda', 'tik', 'tok', 'bella']","['famous fans', 'fans creator', 'creator went', 'went viral', 'viral whatever', 'whatever podcast', 'podcast turns', 'turns christ', 'christ twitter', 'twitter mixed', 'mixed reactions', 'reactions gender', 'gender wars', 'wars escalate', 'escalate red', 'red pill', 'pill influencer', 'influencer claims', 'claims men', 'men vote', 'vote 2024', '2024 election', 'election unless', 'unless issues', 'issues addressed', 'addressed either', 'either party', 'party planet', 'planet fitness', 'fitness heat', 'heat allowing', 'allowing women', 'women spaces', 'spaces new', 'new documentary', 'documentary quiet', 'quiet set', 'set further', 'further exposes', 'exposes hollywood', 'hollywood abuse', 'abuse child', 'child stars', 'stars donate', 'donate work', 'work shop', 'shop merch', 'merch follow', 'follow linda', 'linda instagram', 'instagram tik', 'tik tok', 'tok bella', 'bella truth', 'truth social']","['famous fans creator', 'fans creator went', 'creator went viral', 'went viral whatever', 'viral whatever podcast', 'whatever podcast turns', 'podcast turns christ', 'turns christ twitter', 'christ twitter mixed', 'twitter mixed reactions', 'mixed reactions gender', 'reactions gender wars', 'gender wars escalate', 'wars escalate red', 'escalate red pill', 'red pill influencer', 'pill influencer claims', 'influencer claims men', 'claims men vote', 'men vote 2024', 'vote 2024 election', '2024 election unless', 'election unless issues', 'unless issues addressed', 'issues addressed either', 'addressed either party', 'either party planet', 'party planet fitness', 'planet fitness heat', 'fitness heat allowing', 'heat allowing women', 'allowing women spaces', 'women spaces new', 'spaces new documentary', 'new documentary quiet', 'documentary quiet set', 'quiet set further', 'set further exposes', 'further exposes hollywood', 'exposes hollywood abuse', 'hollywood abuse child', 'abuse child stars', 'child stars donate', 'stars donate work', 'donate work shop', 'work shop merch', 'shop merch follow', 'merch follow linda', 'follow linda instagram', 'linda instagram tik', 'instagram tik tok', 'tik tok bella', 'tok bella truth', 'bella truth social']"
Delayed Finals and A Controversial Student Editorial,"When Glenbrook North High School delayed finals at the last-minute due to the weather, it launched a firestorm of anger aimed at the administration. In response, student editors at the school newspaper took a stand that brought its own criticism. In this episode of Parenting the Mental Health Generation, we meet the authors of that editorial, Avery Copeland, and Kaitlyn Lu. They share the backlash they faced and why they believe their peers need to ""suck it up"" in the face of adversity. Tune in to discover how teenagers and parents alike can cultivate resilience and embrace growth in the face of challenge. SHOWNOTES: The Torch Editorial: Students, Suck It Up Music Credit: Line Up / POND 5 ©CATCH 2024 To find all of the resources CATCH provides to caregivers of young people struggling with their mental health, go to Follow us on social media Facebook/Instagram/YouTube: @catchiscommunity CATCH, Community Action Together for Children's Health, is a 501(c)3 that provides support and education for families around mental health topics. Original content and materials from CATCH and its collaborators are for informational purposes only. They are provided as a general resource and are not specific to any person or circumstance.","['glenbrook', 'north', 'high', 'school', 'delayed', 'finals', 'last', 'minute', 'due', 'weather', 'launched', 'firestorm', 'anger', 'aimed', 'administration', 'response', 'student', 'editors', 'newspaper', 'took', 'stand', 'brought', 'criticism', 'episode', 'parenting', 'mental', 'health', 'generation', 'meet', 'authors', 'editorial', 'avery', 'copeland', 'kaitlyn', 'share', 'backlash', 'faced', 'believe', 'peers', 'need', 'suck', 'face', 'adversity', 'tune', 'discover', 'teenagers', 'parents', 'alike', 'cultivate', 'resilience', 'embrace', 'growth', 'challenge', 'shownotes', 'torch', 'students', 'music', 'credit', 'line', 'pond', 'catch', '2024', 'find', 'all', 'resources', 'provides', 'caregivers', 'young', 'people', 'struggling', 'follow', 'social', 'media', 'facebook', 'instagram', 'youtube', 'catchiscommunity', 'community', 'action', 'together', 'children', '501', 'support', 'education', 'families', 'topics', 'original', 'content', 'materials', 'collaborators', 'informational', 'purposes', 'provided', 'general', 'resource', 'specific', 'any', 'person', 'circumstance']","['glenbrook', 'north', 'delayed', 'finals', 'last', 'due', 'weather', 'launched', 'firestorm', 'anger', 'aimed', 'administration', 'response', 'student', 'editors', 'newspaper', 'took', 'stand', 'criticism', 'meet', 'editorial', 'avery', 'copeland', 'kaitlyn', 'backlash', 'faced', 'peers', 'suck', 'adversity', 'alike', 'challenge', 'shownotes', 'torch', 'students', 'pond', 'catch', 'caregivers', 'catchiscommunity', 'action', '501', 'families', 'original', 'collaborators', 'informational', 'purposes', 'provided', 'general', 'resource', 'specific', 'circumstance']","['glenbrook north', 'north high', 'school delayed', 'delayed finals', 'finals last', 'last minute', 'minute due', 'due weather', 'weather launched', 'launched firestorm', 'firestorm anger', 'anger aimed', 'aimed administration', 'administration response', 'response student', 'student editors', 'editors newspaper', 'newspaper took', 'took stand', 'stand brought', 'brought criticism', 'criticism episode', 'episode parenting', 'parenting mental', 'health generation', 'generation meet', 'meet authors', 'authors editorial', 'editorial avery', 'avery copeland', 'copeland kaitlyn', 'kaitlyn share', 'share backlash', 'backlash faced', 'faced believe', 'believe peers', 'peers need', 'need suck', 'suck face', 'face adversity', 'adversity tune', 'tune discover', 'discover teenagers', 'teenagers parents', 'parents alike', 'alike cultivate', 'cultivate resilience', 'resilience embrace', 'embrace growth', 'growth challenge', 'challenge shownotes', 'shownotes torch', 'torch students', 'students music', 'music credit', 'credit line', 'line pond', 'pond catch', 'catch 2024', '2024 find', 'find all', 'all resources', 'resources provides', 'provides caregivers', 'caregivers young', 'young people', 'people struggling', 'struggling follow', 'follow social', 'media facebook', 'facebook instagram', 'instagram youtube', 'youtube catchiscommunity', 'catchiscommunity community', 'community action', 'action together', 'together children', 'children 501', '501 support', 'support education', 'education families', 'families topics', 'topics original', 'original content', 'content materials', 'materials collaborators', 'collaborators informational', 'informational purposes', 'purposes provided', 'provided general', 'general resource', 'resource specific', 'specific any', 'any person', 'person circumstance']","['glenbrook north high', 'north high school', 'high school delayed', 'school delayed finals', 'delayed finals last', 'finals last minute', 'last minute due', 'minute due weather', 'due weather launched', 'weather launched firestorm', 'launched firestorm anger', 'firestorm anger aimed', 'anger aimed administration', 'aimed administration response', 'administration response student', 'response student editors', 'student editors newspaper', 'editors newspaper took', 'newspaper took stand', 'took stand brought', 'stand brought criticism', 'brought criticism episode', 'criticism episode parenting', 'episode parenting mental', 'parenting mental health', 'mental health generation', 'health generation meet', 'generation meet authors', 'meet authors editorial', 'authors editorial avery', 'editorial avery copeland', 'avery copeland kaitlyn', 'copeland kaitlyn share', 'kaitlyn share backlash', 'share backlash faced', 'backlash faced believe', 'faced believe peers', 'believe peers need', 'peers need suck', 'need suck face', 'suck face adversity', 'face adversity tune', 'adversity tune discover', 'tune discover teenagers', 'discover teenagers parents', 'teenagers parents alike', 'parents alike cultivate', 'alike cultivate resilience', 'cultivate resilience embrace', 'resilience embrace growth', 'embrace growth challenge', 'growth challenge shownotes', 'challenge shownotes torch', 'shownotes torch students', 'torch students music', 'students music credit', 'music credit line', 'credit line pond', 'line pond catch', 'pond catch 2024', 'catch 2024 find', '2024 find all', 'find all resources', 'all resources provides', 'resources provides caregivers', 'provides caregivers young', 'caregivers young people', 'young people struggling', 'people struggling follow', 'struggling follow social', 'follow social media', 'social media facebook', 'media facebook instagram', 'facebook instagram youtube', 'instagram youtube catchiscommunity', 'youtube catchiscommunity community', 'catchiscommunity community action', 'community action together', 'action together children', 'together children 501', 'children 501 support', '501 support education', 'support education families', 'education families topics', 'families topics original', 'topics original content', 'original content materials', 'content materials collaborators', 'materials collaborators informational', 'collaborators informational purposes', 'informational purposes provided', 'purposes provided general', 'provided general resource', 'general resource specific', 'resource specific any', 'specific any person', 'any person circumstance']"
School Management in Paediatric Diabetes Podcast,School Management in Paediatric Diabetes Podcast with Adam Lamendola,"['school', 'management', 'paediatric', 'diabetes', 'podcast', 'adam', 'lamendola']","['paediatric', 'adam', 'lamendola']","['school management', 'management paediatric', 'paediatric diabetes', 'diabetes podcast', 'podcast adam', 'adam lamendola']","['school management paediatric', 'management paediatric diabetes', 'paediatric diabetes podcast', 'diabetes podcast adam', 'podcast adam lamendola']"
"Financial Literacy Educator, David Maurice Sharp","Former dancer turned financial literacy educator stops by to discuss all things artists and investing. We chat about different strategies for artists in different phases in their career, and how financial planning and investing can provide artists with the financial stability and the freedom to pursue the work they love....and most importantly, reduce anxiety!","['former', 'dancer', 'turned', 'financial', 'literacy', 'educator', 'stops', 'discuss', 'all', 'things', 'artists', 'investing', 'chat', 'different', 'strategies', 'phases', 'career', 'planning', 'provide', 'stability', 'freedom', 'pursue', 'work', 'love', 'most', 'importantly', 'reduce', 'anxiety']","['former', 'dancer', 'literacy', 'educator', 'stops', 'artists', 'phases', 'stability', 'importantly', 'reduce', 'anxiety']","['former dancer', 'dancer turned', 'turned financial', 'financial literacy', 'literacy educator', 'educator stops', 'stops discuss', 'discuss all', 'things artists', 'artists investing', 'investing chat', 'chat different', 'different strategies', 'strategies phases', 'phases career', 'career planning', 'planning provide', 'provide stability', 'stability freedom', 'freedom pursue', 'pursue work', 'work love', 'love most', 'most importantly', 'importantly reduce', 'reduce anxiety']","['former dancer turned', 'dancer turned financial', 'turned financial literacy', 'financial literacy educator', 'literacy educator stops', 'educator stops discuss', 'stops discuss all', 'discuss all things', 'all things artists', 'things artists investing', 'artists investing chat', 'investing chat different', 'chat different strategies', 'different strategies phases', 'strategies phases career', 'phases career planning', 'career planning provide', 'planning provide stability', 'provide stability freedom', 'stability freedom pursue', 'freedom pursue work', 'pursue work love', 'work love most', 'love most importantly', 'most importantly reduce', 'importantly reduce anxiety']"
Real life love story for a middle class boy,Learn the meaning of a healthy relationship --- Support this podcast:,"['learn', 'meaning', 'healthy', 'relationship', 'support', 'podcast']",[],"['learn meaning', 'meaning healthy', 'healthy relationship', 'relationship support']","['learn meaning healthy', 'meaning healthy relationship', 'healthy relationship support', 'relationship support podcast']"
iwant2ba...Doctor with Laurence Chacksfield : Career Evolution 7 Years On,Returning guest Dr. Laurence Chacksfield tell Angela how his career has changed in the past 7 years.,"['returning', 'guest', 'laurence', 'chacksfield', 'tell', 'angela', 'career', 'changed', 'past', 'years']","['returning', 'laurence', 'chacksfield', 'tell', 'angela']","['returning guest', 'guest laurence', 'laurence chacksfield', 'chacksfield tell', 'tell angela', 'angela career', 'career changed', 'changed past', 'past years']","['returning guest laurence', 'guest laurence chacksfield', 'laurence chacksfield tell', 'chacksfield tell angela', 'tell angela career', 'angela career changed', 'career changed past', 'changed past years']"
– The Return of the Pixar Post Podcast,"As we celebrate the 12th anniversary of starting our website (March 25, 2012), we wanted to celebrate by bringing back the Pixar Post Podcast . We started the podcast in 2013 and paused recording episodes at the beginning of 2020, but we always felt we had more to say. We're thrilled to be back leading up to the release of Inside Out 2 in June and will share some upcoming details from the artists—stay tuned. PIXAR PODCAST SHOW NOTES Here are a few of the exciting topics we discussed during the episode. Kicking off the show, we reminisce about our website's 12th anniversary. We talk about our custom Partysaurus Rex toy that started it all, seeing the first Dolby Atmos film ( Brave ), and the history of our logos . At 40:14 into the show, we talk about Pixar Animation Studios. We discuss what we want to stay the same at Pixar Animations Studios and what we want to see change in the future. What to do with the ""special features"" now that DVD sales have slowed. We want fewer human characters and more cars, fish, or toys. The pressures of Disney corporate and sequels. Don't chase varying trendy styles like Spider-Verse or TMNT. At 1 hour and 18 minutes into the show, we discuss some Pixar (and adjacent) news centering around Monsters at Work season 2, seeing Soul, Turning Red, and Luca in theaters , and our thoughts on A Real Bug's Life. Additionally, we touch on Pixar at the Disney parks, Inside Out 2 (upcoming press event), and Win or Lose .","['celebrate', '12th', 'anniversary', 'starting', 'website', 'march', '2012', 'wanted', 'bringing', 'back', 'pixar', 'post', 'podcast', 'started', '2013', 'paused', 'recording', 'episodes', 'beginning', '2020', 'always', 'felt', 'more', 'say', 'thrilled', 'leading', 'release', 'inside', 'out', 'june', 'share', 'some', 'upcoming', 'details', 'artists', 'stay', 'tuned', 'show', 'notes', 'here', 'few', 'exciting', 'topics', 'discussed', 'episode', 'kicking', 'off', 'reminisce', 'talk', 'custom', 'partysaurus', 'rex', 'toy', 'all', 'seeing', 'first', 'dolby', 'atmos', 'film', 'brave', 'history', 'logos', 'animation', 'studios', 'discuss', 'want', 'animations', 'see', 'change', 'future', 'special', 'features', 'now', 'dvd', 'sales', 'slowed', 'fewer', 'human', 'characters', 'cars', 'fish', 'toys', 'pressures', 'disney', 'corporate', 'sequels', 'don', 'chase', 'varying', 'trendy', 'styles', 'like', 'spider', 'verse', 'tmnt', 'hour', 'minutes', 'adjacent', 'news', 'centering', 'monsters', 'work', 'season', 'soul', 'turning', 'red', 'luca', 'theaters', 'thoughts', 'real', 'bug', 'life', 'additionally', 'touch', 'parks', 'press', 'event', 'win', 'lose']","['celebrate', '12th', 'anniversary', '2012', 'wanted', 'bringing', 'pixar', '2013', 'paused', 'recording', '2020', 'thrilled', 'leading', 'release', 'inside', 'june', 'notes', 'kicking', 'reminisce', 'custom', 'partysaurus', 'rex', 'toy', 'dolby', 'atmos', 'brave', 'logos', 'animation', 'studios', 'animations', 'features', 'dvd', 'slowed', 'fewer', 'human', 'characters', 'cars', 'fish', 'toys', 'pressures', 'disney', 'sequels', 'chase', 'varying', 'trendy', 'styles', 'spider', 'verse', 'tmnt', 'hour', 'adjacent', 'news', 'centering', 'monsters', 'turning', 'luca', 'bug', 'parks', 'press', 'win']","['celebrate 12th', '12th anniversary', 'anniversary starting', 'starting website', 'website march', 'march 2012', '2012 wanted', 'wanted bringing', 'bringing back', 'back pixar', 'pixar post', 'post podcast', 'podcast started', 'started 2013', '2013 paused', 'paused recording', 'recording episodes', 'episodes beginning', 'beginning 2020', '2020 always', 'always felt', 'felt more', 'more say', 'say thrilled', 'thrilled leading', 'leading release', 'release inside', 'inside out', 'out june', 'june share', 'share some', 'some upcoming', 'upcoming details', 'details artists', 'artists stay', 'tuned show', 'show notes', 'notes here', 'here few', 'few exciting', 'exciting topics', 'discussed episode', 'episode kicking', 'kicking off', 'off reminisce', 'reminisce talk', 'talk custom', 'custom partysaurus', 'partysaurus rex', 'rex toy', 'toy all', 'all seeing', 'seeing first', 'first dolby', 'dolby atmos', 'atmos film', 'film brave', 'brave history', 'history logos', 'logos animation', 'animation studios', 'studios discuss', 'discuss want', 'want animations', 'animations see', 'see change', 'change future', 'future special', 'special features', 'features now', 'now dvd', 'dvd sales', 'sales slowed', 'slowed fewer', 'fewer human', 'human characters', 'characters cars', 'cars fish', 'fish toys', 'toys pressures', 'pressures disney', 'disney corporate', 'corporate sequels', 'sequels don', 'don chase', 'chase varying', 'varying trendy', 'trendy styles', 'styles like', 'like spider', 'spider verse', 'verse tmnt', 'tmnt hour', 'hour minutes', 'minutes adjacent', 'adjacent news', 'news centering', 'centering monsters', 'monsters work', 'work season', 'season soul', 'soul turning', 'turning red', 'red luca', 'luca theaters', 'theaters thoughts', 'thoughts real', 'real bug', 'bug life', 'life additionally', 'additionally touch', 'touch parks', 'parks press', 'press event', 'event win', 'win lose']","['celebrate 12th anniversary', '12th anniversary starting', 'anniversary starting website', 'starting website march', 'website march 2012', 'march 2012 wanted', '2012 wanted bringing', 'wanted bringing back', 'bringing back pixar', 'back pixar post', 'pixar post podcast', 'post podcast started', 'podcast started 2013', 'started 2013 paused', '2013 paused recording', 'paused recording episodes', 'recording episodes beginning', 'episodes beginning 2020', 'beginning 2020 always', '2020 always felt', 'always felt more', 'felt more say', 'more say thrilled', 'say thrilled leading', 'thrilled leading release', 'leading release inside', 'release inside out', 'inside out june', 'out june share', 'june share some', 'share some upcoming', 'some upcoming details', 'upcoming details artists', 'details artists stay', 'artists stay tuned', 'stay tuned show', 'tuned show notes', 'show notes here', 'notes here few', 'here few exciting', 'few exciting topics', 'exciting topics discussed', 'topics discussed episode', 'discussed episode kicking', 'episode kicking off', 'kicking off reminisce', 'off reminisce talk', 'reminisce talk custom', 'talk custom partysaurus', 'custom partysaurus rex', 'partysaurus rex toy', 'rex toy all', 'toy all seeing', 'all seeing first', 'seeing first dolby', 'first dolby atmos', 'dolby atmos film', 'atmos film brave', 'film brave history', 'brave history logos', 'history logos animation', 'logos animation studios', 'animation studios discuss', 'studios discuss want', 'discuss want animations', 'want animations see', 'animations see change', 'see change future', 'change future special', 'future special features', 'special features now', 'features now dvd', 'now dvd sales', 'dvd sales slowed', 'sales slowed fewer', 'slowed fewer human', 'fewer human characters', 'human characters cars', 'characters cars fish', 'cars fish toys', 'fish toys pressures', 'toys pressures disney', 'pressures disney corporate', 'disney corporate sequels', 'corporate sequels don', 'sequels don chase', 'don chase varying', 'chase varying trendy', 'varying trendy styles', 'trendy styles like', 'styles like spider', 'like spider verse', 'spider verse tmnt', 'verse tmnt hour', 'tmnt hour minutes', 'hour minutes adjacent', 'minutes adjacent news', 'adjacent news centering', 'news centering monsters', 'centering monsters work', 'monsters work season', 'work season soul', 'season soul turning', 'soul turning red', 'turning red luca', 'red luca theaters', 'luca theaters thoughts', 'theaters thoughts real', 'thoughts real bug', 'real bug life', 'bug life additionally', 'life additionally touch', 'additionally touch parks', 'touch parks press', 'parks press event', 'press event win', 'event win lose']"
"Exercise, Movement & Caregiving","In this episode, we discuss the importance of exercise and movement for our loved ones. We explore how to motivate them to exercise, various types of activities and exercises to try, and equally important, the significance of movement and exercise for the caregivers themselves. For more information about episodes, links to resources, and to give us your thoughts and ideas for new topics, visit","['episode', 'discuss', 'importance', 'exercise', 'movement', 'loved', 'ones', 'explore', 'motivate', 'various', 'types', 'activities', 'exercises', 'try', 'equally', 'important', 'significance', 'caregivers', 'more', 'information', 'episodes', 'links', 'resources', 'give', 'thoughts', 'ideas', 'new', 'topics', 'visit']","['exercise', 'movement', 'motivate', 'exercises', 'equally']","['discuss importance', 'importance exercise', 'exercise movement', 'movement loved', 'loved ones', 'ones explore', 'explore motivate', 'motivate various', 'various types', 'types activities', 'activities exercises', 'exercises try', 'try equally', 'equally important', 'important significance', 'significance caregivers', 'caregivers more', 'information episodes', 'episodes links', 'resources give', 'give thoughts', 'thoughts ideas', 'ideas new', 'new topics', 'topics visit']","['episode discuss importance', 'discuss importance exercise', 'importance exercise movement', 'exercise movement loved', 'movement loved ones', 'loved ones explore', 'ones explore motivate', 'explore motivate various', 'motivate various types', 'various types activities', 'types activities exercises', 'activities exercises try', 'exercises try equally', 'try equally important', 'equally important significance', 'important significance caregivers', 'significance caregivers more', 'caregivers more information', 'more information episodes', 'information episodes links', 'episodes links resources', 'links resources give', 'resources give thoughts', 'give thoughts ideas', 'thoughts ideas new', 'ideas new topics', 'new topics visit']"
